Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Distance,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,INTERPARK,30 W Monroe St,INLAND STEEL; Enterance on Dearborn with valet parking.,Chicago,IL,60603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.880724,-87.6291006,2017-02-15,50471,0.74681,2017-02-15 10:00:41 UTC,,,,,,,,,J1772
ELEC,INTERPARK,17 E Adams St,"ADAMS WABASH 1; Adams &amp; Wabash Self-Park Garage   www.InterParkGreen.com
ADAMS WABASH 2; Adams &amp; Wabash Self-Park Garage  www.InterParkGreen.com",Chicago,IL,60603,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.8792797,-87.6266101,2017-02-15,36611,0.65201,2017-02-15 10:27:37 UTC,,,,,,,,,NEMA520 J1772
ELEC,JNS,2744 N California Ave,WAL CALIFORNIA1; Located in front of the store next to the handicapped space,Chicago,IL,60647,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9316594,-87.6979454,2017-02-15,40800,4.51909,2017-02-15 10:17:29 UTC,,,,,,,,,J1772
CNG,Advanced Disposal,1660 Hubbard Ave,,Batavia,IL,60510,,,E,,Private,,,,T,3600,,,,,,,200-9,41.8590751,-88.2723612,2016-04-04,74122,1.64278,2017-01-18 00:53:43 UTC,P,,,2016-03-16,,HD,,,
ELEC,ABM,475 Park Ave S,475 PARK AV S 1,New York,NY,10016,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7454353,-73.9820512,2017-02-15,79843,3.29709,2017-02-15 08:55:10 UTC,,,,,,,,,J1772
ELEC,JNS,2001 N. Milwaukee Ave.,WAL MILWAUKEE 2; Located in the Northeast corner of the Walgreens parking lot,Chicago,IL,60647,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9181386,-87.6886276,2017-02-15,40799,3.54803,2017-02-15 10:17:14 UTC,,,,,,,,,J1772
ELEC,900 N MICHIGAN,900 N Michigan Ave,"PLUG AND SHOP 4; Entrance off of Rush Street or Walton Street, Charging Station on First Level
PLUG AND SHOP 1; Entrance off of Rush Street or Walton Street, Charging Station on First Level",Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.899573,-87.624826,2017-02-15,38852,2.06537,2017-02-15 09:54:29 UTC,,,,,,,,,J1772
ELEC,3RD FLOOR,60 W Kinzie St,"GREENWAY-1; Level 3 off of Kinzie St. elevator lobby
GREENWAY-2; Level 3 off of Kinzie St. elevator lobby
GREENWAY-3; Level 3 off of Kinzie St. elevator lobby",Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.889367,-87.6302287,2017-02-15,58326,1.3464,2017-02-15 09:53:25 UTC,,,,,,,,,J1772
ELEC,Denver International Airport - Garage East,8500 Pena Blvd,Located on level 1 between rows E and F,Denver,CO,80249,,303-342-7275,E,,Public,24 hours daily; pay lot,,,,,5,,,,,,200-9,39.8498492,-104.6737228,2016-11-02,52763,2.05611,2017-01-18 01:50:34 UTC,P,,,2013-11-04,,,,,J1772
ELEC,Lucky Cat,4559 E Academy Blvd,,Denver,CO,80230,,303-364-2025,E,,Public,24 hours daily,,,,,,2,,,,,200-8,39.7190301,-104.8969578,2016-11-02,68154,3.85455,2017-01-18 01:52:09 UTC,P,,,2014-10-01,,,,,J1772
CNG,Port Authority of New York and New Jersey - Holland Tunnel CNG Station,13th & Provost St,,Jersey City,NJ,07310,,,E,,Private,,,,Q,3000 3600,,,,,,,GPS,40.73037,-74.0373,2016-06-30,23208,1.71699,2017-01-18 02:21:02 UTC,P,,,2014-04-15,,MD,,,
ELEC,JNS,900 S Clark St,900 S CLARK; -,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8703078,-87.6309085,2017-02-15,63131,0.02458,2017-02-15 10:16:08 UTC,,,,,,,,,J1772
ELEC,Dave White Chevrolet,5880 Monroe St,,Sylvania,OH,43560,,800-893-9036,E,,Public,24 hours daily,,,,,,2,,,,,200-9,41.7144691,-83.6837916,2017-02-01,81164,2.14339,2017-02-01 20:14:21 UTC,P,,,2016-12-01,,,,,J1772
ELEC,BEAM CHARGING,47 E 21st St,UNIQUE PARKING; main level behind ticketing machine,New York,NY,10010,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7392845,-73.9879074,2017-02-15,46414,2.80543,2017-02-15 10:25:42 UTC,,,,,,,,,NEMA520 J1772
ELEC,EDISONPARKFAST,986 Raymond Blvd,"LOT#22; Enter lot from Raymond Blvd, station attached to booth ",Newark,NJ,07105,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7337914,-74.1622849,2017-02-15,38819,0.75074,2017-02-15 10:26:47 UTC,,,,,,,,,NEMA520 J1772
ELEC,EDISONPARKFAST,160 Livingston St,LOT#93; Mounted to parking booth in Edison ParkFast lot,Brooklyn,NY,11201,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.6901703,-73.9878998,2017-02-15,41853,0.93005,2017-02-15 10:25:37 UTC,,,,,,,,,NEMA520 J1772
ELEC,CARCHARGING,1114 6th Ave,ICON PKG #08; See Valet attendant for use.,New York,NY,10036,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7552452,-73.9834061,2017-02-15,48048,3.94044,2017-02-15 10:07:59 UTC,,,,,,,,,J1772
ELEC,ATA HOUSING,249 Thomas S Boyland St,"BOYLAN ST. 2; In underground parking garage at Pacific St. entrance on the left side, between spaces #408 &amp; 409",Brooklyn,NY,11233,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.675072,-73.9131319,2017-02-15,57799,4.84519,2017-02-15 10:04:58 UTC,,,,,,,,,J1772
ELEC,SOLDIER FIELD,1400 S Linn White Dr,SOLAR PLUG 4 EV; -,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8604711,-87.6100168,2017-02-15,61637,0.6175,2017-02-15 10:27:21 UTC,,,,,,,,,NEMA520 J1772
ELEC,JNS,1550 N Kingsbury St,"WF LINCN PARK 1; Located on column in parking garage near main entrance
WF LINCN PARK 2; Located on column of parking garage near main entrance",Chicago,IL,60642,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.9087429,-87.6527428,2017-02-15,64201,2.7679,2017-02-15 10:14:39 UTC,,,,,,,,,J1772
ELEC,Richmond Town Square,691 Richmond Road,,Richmond Heights,OH,44143,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,41.5416734,-81.4931529,2017-02-15,65826,1.00327,2017-02-15 08:48:01 UTC,,,,,,,,,J1772
ELEC,CITY HALL,1-99 E 23rd St,PUBLIC; Public parking lot north of City Hall,Kearney,NE,68847,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.6983764,-99.0809628,2017-02-15,76236,4.11638,2017-02-15 09:09:23 UTC,,,,,,,,,J1772
ELEC,2785 Speer Apartments,2785 Speer Blvd.,,Denver,CO,80211,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.7564541,-105.0171538,2017-02-15,78502,1.97569,2017-02-15 08:48:10 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,851 Avenue of the Americas,"EVENTI HOTL-LAZ; There are 2 entrances to the garage. Entrance 1 is on 30th St just before 6th ave. The 2nd entrance is on 29th st, just past 6th ave. See VALET ATTENDANT TO USE CHARGING STATION",New York,NY,10001,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7472165,-73.9898959,2017-02-15,53447,3.32642,2017-02-15 10:12:24 UTC,,,,,,,,,J1772
ELEC,AVENUE GARAGE,720 North Blvd,NORTH BLVD; Fourth floor northwest corner near the elevators,Oak Park,IL,60301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8874676,-87.7937989,2017-02-15,50670,1.80215,2017-02-15 10:02:21 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,310 W 39th St,ICON PKG #05; Icon Parking systems see valet for access,New York,NY,10018,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7554398,-73.9920273,2017-02-15,38530,3.86815,2017-02-15 10:25:02 UTC,,,,,,,,,NEMA520 J1772
ELEC,ADVANCED DATA,1075 Shore Rd,ADVANCED DATA; -,Naperville,IL,60563,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.7870439,-88.2264629,2017-02-15,41824,3.52943,2017-02-15 09:55:38 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,350 W 50th St,ICON PKG #01; Icon parking see attendant for access ,New York,NY,10019,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7632446,-73.9886475,2017-02-15,37169,4.43449,2017-02-15 10:28:12 UTC,,,,,,,,,NEMA520 J1772
ELEC,YARK BMW,6055 West Central Ave,STATION 1,Toledo,OH,43615,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.6750655,-83.6873639,2017-02-15,58319,0.60211,2017-02-15 09:53:46 UTC,,,,,,,,,J1772
ELEC,SOLDIER FIELD,1448-1468 Museum Campus Dr,LEVEL 3 UNIT1; Soldier Field:  North Garage Level 3 ,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8638,-87.6157227,2017-02-15,41000,0.39898,2017-02-15 10:19:41 UTC,,,,,,,,,NEMA520 J1772
ELEC,ATC,1100 North Blvd,NORTH BLVD 01; -,Oak Park,IL,60301,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8873149,-87.8013794,2017-02-15,55750,1.81926,2017-02-15 09:54:43 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,9595 Grand Ave,WALGREENS #6462; Charging station is located on the right side of the store entrance.,Franklin Park,IL,60131,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9291954,-87.8643341,2017-02-15,50466,4.95419,2017-02-15 10:10:16 UTC,,,,,,,,,J1772
ELEC,BEAM CHARGING,75 Park Place,"75 PARK PLACE; Enter parking garage by West Broadway, between Murray St and Park Place. See valet attendant to use charging station.",New York,NY,10007,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7142163,-74.0106122,2017-02-15,53121,0.8697,2017-02-15 10:03:41 UTC,,,,,,,,,J1772
ELEC,MILLENNIUM GRGS,5 S Columbus Dr,"MILLENNIUM GRG1; Go down the ramp to the Millenium Garage, Turn Left",Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8824425,-87.6204453,2017-02-15,36361,0.88533,2017-02-15 10:28:26 UTC,,,,,,,,,NEMA520
ELEC,EDISONPARKFAST,160 Edison Pl,LOT#1,Newark,NJ,07105,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7323647,-74.1654282,2017-02-15,38818,0.62307,2017-02-15 10:26:58 UTC,,,,,,,,,NEMA520 J1772
ELEC,ATC,2125 W North Ave,CNT 01; For public charging use,Chicago,IL,60647,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9102278,-87.681258,2017-02-15,57599,2.973,2017-02-15 10:09:51 UTC,,,,,,,,,J1772
ELEC,FVIA,1996 S Kirk Rd,FVIA; Public Stationlocated on the south side of the Fox Valley Ice Arena,Geneva,IL,60134,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8722156,-88.2797613,2017-02-15,61424,2.58257,2017-02-15 09:47:59 UTC,,,,,,,,,J1772
